h3_index,h3_resolution,hex_lat,hex_lon,expected_unit_count,max_p_any_unit,contributing_units
851e592bfffffff,5,45.1255,32.3691,0.00107,0.000578,6
852d2823fffffff,5,44.4574,34.6162,0.001533,0.00075,6
852d2d23fffffff,5,45.4686,34.0215,0.001492,0.000661,10
852d74bbfffffff,5,46.1543,35.8689,0.003927,0.000531,20
852d4407fffffff,5,47.3311,39.6277,0.004296,0.000652,31
851e481bfffffff,5,47.0971,33.6459,0.005918,0.003657,17
852d7027fffffff,5,45.9358,38.1998,0.001756,0.000474,25
851e4a2ffffffff,5,45.9252,33.5378,0.0022,0.001418,10
852d2963fffffff,5,44.8635,35.5945,0.000885,0.000332,10
852d5583fffffff,5,45.353,40.0649,0.000893,0.000532,6
852d626bfffffff,5,47.0522,38.5941,0.014784,0.000889,34
852d72a7fffffff,5,45.1357,38.2293,0.00117,0.000826,15
852d7167fffffff,5,46.2975,39.1938,0.001445,0.00038,24
851e4b6ffffffff,5,45.529,34.6011,0.001258,0.000495,10
852d5c97fffffff,5,46.102,42.4037,0.000737,0.000712,5
852d40b3fffffff,5,47.4574,40.7566,0.000869,0.000505,22
852d4687fffffff,5,46.5034,39.6695,0.001215,0.000319,24
851e4c07fffffff,5,48.0271,33.4767,0.001334,0.000323,16
851e4c73fffffff,5,47.8,33.1975,0.001618,0.000802,16
851e6b43fffffff,5,48.643,33.7179,0.000657,0.00016,20
851e4c0bfffffff,5,47.9399,33.1068,0.001061,0.000459,12
851e6a67fffffff,5,48.6097,32.8803,0.000202,8.3e-05,12
851e4c03fffffff,5,48.0535,33.2464,0.000963,0.000291,16
851e4cd7fffffff,5,48.3577,32.8323,0.000289,0.000106,13
851e6a07fffffff,5,48.9987,32.836,0.000159,4.6e-05,14
851e6b47fffffff,5,48.6156,33.9494,0.000934,0.000194,20
851e4c0ffffffff,5,47.9137,33.337,0.001427,0.000523,16
851e4c7bfffffff,5,47.686,33.0585,0.001931,0.001162,12
851e6b4bfffffff,5,48.531,33.5767,0.00064,0.000167,20
851e4c13fffffff,5,48.1929,33.1554,0.000639,0.000169,15
851e6a77fffffff,5,48.7481,32.7879,0.00015,6.4e-05,12
851e6b4ffffffff,5,48.5039,33.8081,0.000921,0.000204,20
851e4c17fffffff,5,48.1667,33.3863,0.00092,0.000212,19
851e4c83fffffff,5,48.4451,33.2044,0.000425,0.000137,14
851e6b53fffffff,5,48.7817,33.6273,0.000496,0.000124,20
851e4c1bfffffff,5,48.0794,33.0157,0.000684,0.000242,12
851e4c87fffffff,5,48.4187,33.436,0.000625,0.000171,20
851e6b57fffffff,5,48.7545,33.8593,0.000693,0.000151,20
852d4163fffffff,5,47.6281,42.4818,0.000204,0.000128,4
851e6bc3fffffff,5,49.0315,33.6781,0.000511,8.8e-05,18
851e4c8bfffffff,5,48.3321,33.0641,0.000419,0.000135,13
851e6b5bfffffff,5,48.6699,33.4859,0.00046,0.000131,20
851e4cc7fffffff,5,48.2187,32.9242,0.000439,0.000132,13
851e4c8ffffffff,5,48.306,33.2955,0.000625,0.000171,19
851e6bcbfffffff,5,48.9202,33.5363,0.000408,9.5e-05,14
851e4c93fffffff,5,48.5839,33.1129,0.000295,0.000107,12
851e6abbfffffff,5,49.2485,32.8845,0.000239,6.5e-05,13
851e6a23fffffff,5,48.8349,33.1619,0.000249,8e-05,14
851e6b63fffffff,5,48.4484,34.2697,0.001881,0.000334,20
851e6bcffffffff,5,48.8931,33.7689,0.000559,0.000116,20
851e4c97fffffff,5,48.5577,33.345,0.000436,0.000135,16
851e6a27fffffff,5,48.8085,33.3948,0.000349,0.0001,14
851e6b67fffffff,5,48.4199,34.4999,0.002644,0.00045,20
851e4c9bfffffff,5,48.471,32.9724,0.000285,0.000107,12
851e6a2bfffffff,5,48.7225,33.021,0.000218,8.2e-05,12
851e6b6bfffffff,5,48.3369,34.1284,0.001898,0.000342,20
852d4177fffffff,5,47.7789,42.4097,0.000218,0.000157,4
851e4cbbfffffff,5,48.2795,33.5266,0.000905,0.000213,19
852d410ffffffff,5,47.811,42.1915,0.000272,0.000206,4
851e6a2ffffffff,5,48.6964,33.2536,0.000317,0.000105,14
851e6bdbfffffff,5,49.0585,33.4449,0.000386,7.1e-05,13
851e6b1bfffffff,5,48.8656,34.0012,0.000754,0.000139,20
851e4ca3fffffff,5,48.2525,33.7572,0.001309,0.000263,21
851e4cb7fffffff,5,48.3646,33.898,0.001318,0.000258,20
851e6aaffffffff,5,49.0849,33.2113,0.000292,6e-05,13
851e6a33fffffff,5,48.973,33.0698,0.000219,6e-05,14
851e6b73fffffff,5,48.5877,34.1806,0.001317,0.000232,20
851e4ca7fffffff,5,48.2251,33.9875,0.001891,0.000338,20
851e6b0bfffffff,5,48.7268,34.091,0.000959,0.00018,20
851e6a37fffffff,5,48.9469,33.3032,0.000298,7.6e-05,14
851e6b77fffffff,5,48.5594,34.4113,0.00184,0.000313,20
851e4cb3fffffff,5,48.3919,33.6672,0.000914,0.000211,20
851e6aabfffffff,5,49.1109,32.9773,0.000218,4.8e-05,13
851e6aa3fffffff,5,49.2227,33.119,0.000318,8.3e-05,13
851e4cabfffffff,5,48.14,33.6168,0.001309,0.000263,19
851e4c47fffffff,5,47.8259,32.9676,0.001243,0.000683,12
851e6a3bfffffff,5,48.8607,32.9287,0.000176,6.2e-05,14
851e6b7bfffffff,5,48.4764,34.0391,0.00132,0.000247,20
851e4caffffffff,5,48.1128,33.8469,0.001865,0.000327,19
851e5d83fffffff,5,46.828,31.2724,0.000767,0.000432,5
851e4e87fffffff,5,47.6216,32.4601,0.001412,0.000945,9
851e6a6bfffffff,5,48.5215,32.5074,0.000126,6.3e-05,11
851e4e1bfffffff,5,47.2741,32.0471,0.00223,0.001411,9
851e6e2bfffffff,5,49.6846,32.3671,0.000264,9e-05,6
851e4cdbfffffff,5,48.269,32.4606,0.000196,7.8e-05,9
851e5d17fffffff,5,46.5467,31.4587,0.001356,0.000761,5
851e4133fffffff,5,48.1788,32.0893,0.000134,5.4e-05,9
851e6ad7fffffff,5,49.3233,32.1788,8.4e-05,2.5e-05,6
851e4137fffffff,5,48.1546,32.3214,0.000212,8.4e-05,9
851e6ad3fffffff,5,49.3473,31.9428,5.6e-05,1.6e-05,6
851e43b7fffffff,5,47.7389,31.3052,9.7e-05,5.2e-05,5
851e6a03fffffff,5,49.024,32.6019,0.000111,3.5e-05,10
851e41a3fffffff,5,48.4319,32.1349,7.6e-05,4.4e-05,8
851e5d87fffffff,5,46.8056,31.5013,0.001494,0.000844,9
851e4e8bfffffff,5,47.5302,32.092,0.001152,0.00075,9
851e6a6ffffffff,5,48.4965,32.7401,0.000192,8.3e-05,11
851e4e83fffffff,5,47.6459,32.2298,0.00097,0.000637,9
851e6adbfffffff,5,49.234,31.8021,3.4e-05,9e-06,6
851e43affffffff,5,47.4828,31.2628,0.000197,0.000115,5
851e413bfffffff,5,48.0637,31.9507,0.000144,6.6e-05,9
851e4e17fffffff,5,47.3661,32.4141,0.00284,0.001908,9
851e412ffffffff,5,47.9007,32.2755,0.000435,0.000252,9
851e6acffffffff,5,49.0731,32.1325,5.4e-05,1.9e-05,10
851e41a7fffffff,5,48.4076,32.3677,0.000125,6.1e-05,12
851e4e8ffffffff,5,47.5061,32.3221,0.001721,0.001152,9
851e6a73fffffff,5,48.7732,32.5545,0.0001,4.8e-05,11
851e6a63fffffff,5,48.635,32.6475,0.000135,6.4e-05,11
851e5d23fffffff,5,46.2414,31.8706,0.002405,0.001377,9
851e4197fffffff,5,48.7316,31.7125,2.3e-05,1.8e-05,7
851e6a0bfffffff,5,48.9111,32.4611,8.4e-05,3.6e-05,11
851e41abfffffff,5,48.3174,31.9957,7.9e-05,4.2e-05,9
851e5d8ffffffff,5,46.6875,31.3657,0.001075,0.000603,5
851e4e13fffffff,5,47.3903,32.1844,0.002018,0.001319,9
851e4e93fffffff,5,47.7855,32.1371,0.000519,0.000323,9
851e4cd3fffffff,5,48.3829,32.6002,0.000191,8.1e-05,12
851e412bfffffff,5,47.9247,32.0441,0.000272,0.000152,9
851e6acbfffffff,5,49.097,31.8973,3.4e-05,1.3e-05,6
851e6a0ffffffff,5,48.8862,32.6951,0.000122,4.8e-05,11
851e4e7bfffffff,5,46.8766,32.0946,0.004699,0.002821,9
851e41affffffff,5,48.2934,32.2283,0.000125,5.8e-05,9
851e4193fffffff,5,48.7546,31.4779,1.2e-05,1.2e-05,3
851e4e97fffffff,5,47.7613,32.368,0.000797,0.000509,9
851e6a7bfffffff,5,48.6598,32.4143,9.2e-05,4.8e-05,11
851e43a7fffffff,5,47.5998,31.3996,0.000203,0.000117,9
851e4e0ffffffff,5,47.1097,32.3683,0.004781,0.003085,9
851e4ccffffffff,5,48.1049,32.7846,0.000475,0.000185,9
851e4127fffffff,5,48.0155,32.4142,0.000369,0.000186,9
851e4147fffffff,5,47.9941,31.348,4.8e-05,2.1e-05,5
851e5d2bfffffff,5,46.123,31.7356,0.001469,0.000858,5
851e6ac7fffffff,5,49.1862,32.2733,7.9e-05,2e-05,10
851e6a13fffffff,5,49.1616,32.5083,0.000113,2.8e-05,10
851e41b3fffffff,5,48.5702,32.041,5.5e-05,3.4e-05,11
851e5d97fffffff,5,46.9459,31.4081,0.001018,0.000579,9
851e4e9bfffffff,5,47.6699,31.9991,0.000615,0.000391,9
851e6a5bfffffff,5,48.8458,31.8522,2.8e-05,1.8e-05,10
851e4e77fffffff,5,46.9691,32.4596,0.006366,0.004077,9
851e418ffffffff,5,48.4791,31.6682,3.2e-05,2.2e-05,8
851e43a3fffffff,5,47.6221,31.1682,9.6e-05,5.3e-05,5
851e4e0bfffffff,5,47.1339,32.1394,0.003484,0.002185,9
851e4ccbfffffff,5,48.13,32.5532,0.000322,0.00013,9
851e5d07fffffff,5,46.4057,31.5514,0.001542,0.000869,5
851e6a17fffffff,5,49.1365,32.743,0.000159,3.7e-05,12
851e4123fffffff,5,48.0399,32.1826,0.000237,0.000116,9
851e41b7fffffff,5,48.5461,32.2744,8.4e-05,4.7e-05,11
851e6ac3fffffff,5,49.2103,32.0379,5.2e-05,1.3e-05,6
851e4337fffffff,5,47.3433,31.3569,0.000395,0.000231,9
851e6a83fffffff,5,49.4111,32.5558,0.000201,6.3e-05,10
851e6a57fffffff,5,48.9356,32.2268,5.8e-05,2.6e-05,10
851e4e73fffffff,5,46.9933,32.2313,0.004937,0.003069,9
851e414ffffffff,5,47.8778,31.2105,4.8e-05,2.2e-05,5
851e5d33fffffff,5,46.3829,31.7788,0.002501,0.001415,9
851e418bfffffff,5,48.502,31.4343,1.8e-05,1.5e-05,4
851e6a1bfffffff,5,49.0488,32.3674,7.8e-05,2.6e-05,10
851e4e07fffffff,5,47.2258,32.5056,0.004305,0.002881,9
851e41bbfffffff,5,48.4557,31.9017,4.8e-05,3.2e-05,8
851e4ea3fffffff,5,47.4566,32.7814,0.002984,0.002061,11
851e6a87fffffff,5,49.3859,32.7913,0.000277,8.5e-05,12
851e4edbfffffff,5,47.4604,31.4937,0.000407,0.000243,9
851e4c5bfffffff,5,47.8762,32.5065,0.000653,0.000384,9
851e5d37fffffff,5,46.3595,32.0059,0.003632,0.002085,9
851e6a53fffffff,5,48.9597,31.9922,3.9e-05,1.9e-05,10
851e5da3fffffff,5,46.6419,31.8223,0.003243,0.001851,9
851e4187fffffff,5,48.5938,31.8073,3.2e-05,2.4e-05,8
851e6a8bfffffff,5,49.2988,32.4144,0.000126,3.6e-05,10
851e4e03fffffff,5,47.2502,32.2765,0.003252,0.002116,9
851e4cc3fffffff,5,48.2441,32.6926,0.000296,0.000102,9
851e411bfffffff,5,48.2485,31.391,2.7e-05,1.9e-05,4
851e4157fffffff,5,48.1326,31.253,2.5e-05,1.6e-05,5
851e5d3bfffffff,5,46.2645,31.6436,0.001579,0.000901,5
851e4ed7fffffff,5,47.5539,31.8615,0.000704,0.000444,9
851e432ffffffff,5,47.0861,31.3145,0.000625,0.000359,5
851e4c57fffffff,5,47.9655,32.8763,0.000772,0.00037,9
851e5da7fffffff,5,46.6185,32.0501,0.004783,0.002782,9
851e4eabfffffff,5,47.3414,32.6433,0.003656,0.002514,9
851e6a8ffffffff,5,49.2739,32.6496,0.000176,4.9e-05,12
851e6a4ffffffff,5,48.6842,32.1807,5.9e-05,3.5e-05,11
851e4e6bfffffff,5,46.7357,32.1863,0.005751,0.003434,9
851e5d67fffffff,5,46.0041,31.6009,0.000854,0.000525,5
851e4183fffffff,5,48.617,31.5732,2e-05,1.7e-05,4
851e6e77fffffff,5,49.709,32.1302,0.000178,6.1e-05,6
851e4e43fffffff,5,47.0406,31.7735,0.002174,0.001287,9
851e4117fffffff,5,48.3409,31.7627,4.9e-05,3e-05,9
851e41c7fffffff,5,48.3866,31.2958,1.6e-05,1.4e-05,4
851e5dabfffffff,5,46.524,31.6866,0.002342,0.001319,9
851e4ed3fffffff,5,47.577,31.6307,0.000391,0.000239,9
851e6a93fffffff,5,49.548,32.4616,0.00023,7.7e-05,6
851e4c53fffffff,5,47.9908,32.6454,0.000547,0.000274,9
851e6a4bfffffff,5,48.7081,31.9468,3.8e-05,2.5e-05,11
851e4e47fffffff,5,47.0172,32.0025,0.003455,0.002091,9
851e5daffffffff,5,46.5008,31.9143,0.00362,0.002068,9
851e4eb3fffffff,5,47.5967,32.6901,0.001898,0.001282,9
851e4113fffffff,5,48.364,31.5294,3e-05,2.1e-05,8
851e4ecffffffff,5,47.2976,31.8174,0.001382,0.000852,9
851e4327fffffff,5,47.2036,31.4507,0.000728,0.000425,9
851e4163fffffff,5,47.8325,31.6744,0.000176,9.9e-05,9
851e4c4ffffffff,5,47.7115,32.8287,0.001522,0.000962,11
851e4e4bfffffff,5,46.9233,31.6372,0.001887,0.001087,9
851e6a47fffffff,5,48.7979,32.3207,6.8e-05,3.6e-05,11
851e4e63fffffff,5,46.8526,32.3228,0.006312,0.003896,9
851e5db3fffffff,5,46.7827,31.7299,0.002609,0.001494,9
851e4eb7fffffff,5,47.5715,32.9198,0.002391,0.001592,11
851e417bfffffff,5,47.8554,31.4426,9.6e-05,4.8e-05,9
851e6a9bfffffff,5,49.4358,32.32,0.000138,4.4e-05,6
851e598bfffffff,5,45.7202,31.784,0.00064,0.000446,5
851e6e6ffffffff,5,49.4601,32.0839,9.5e-05,3e-05,6
851e410ffffffff,5,48.0871,31.7184,8.4e-05,3.5e-05,9
851e4167fffffff,5,47.8092,31.9059,0.000314,0.000188,9
851e4e4ffffffff,5,46.9001,31.8661,0.003143,0.001845,9
851e4ecbfffffff,5,47.3207,31.5873,0.000774,0.000465,9
851e4527fffffff,5,48.9832,31.7572,2.4e-05,1.3e-05,6
851e4323fffffff,5,47.2259,31.2206,0.000351,0.000203,5
851e5db7fffffff,5,46.7594,31.9583,0.00409,0.002386,9
851e4c4bfffffff,5,47.7366,32.5985,0.001136,0.000731,9
851e4ebbfffffff,5,47.4816,32.5519,0.002358,0.001612,9
851e4537fffffff,5,49.1204,31.6618,2.1e-05,9e-06,6
851e6a43fffffff,5,48.8221,32.0866,4.7e-05,2.6e-05,11
851e4177fffffff,5,47.9483,31.8124,0.00016,8.3e-05,9
851e416bfffffff,5,47.7163,31.5369,0.000192,0.000111,9
851e599bfffffff,5,45.8623,31.6926,0.000742,0.000483,5
851e4e53fffffff,5,47.1808,31.6806,0.001358,0.000812,9
851e6e6bfffffff,5,49.4839,31.8474,6e-05,1.9e-05,6
851e410bfffffff,5,48.1101,31.4859,5e-05,2.4e-05,9
851e5dbbfffffff,5,46.6649,31.5942,0.001973,0.001111,9
851e4ec7fffffff,5,47.4141,31.9545,0.001302,0.000828,9
851e4103fffffff,5,48.2257,31.6241,4.9e-05,2.7e-05,9
851e6e63fffffff,5,49.5966,31.9886,0.000104,3.5e-05,6
851e5993fffffff,5,45.9812,31.8271,0.001259,0.000763,5
851e4e5bfffffff,5,47.0636,31.5442,0.001229,0.000715,9
851e416ffffffff,5,47.6933,31.7682,0.000358,0.000218,9
851e4e57fffffff,5,47.1576,31.9101,0.002294,0.001402,9
851e4173fffffff,5,47.9714,31.5803,8.9e-05,4.2e-05,9
851e452ffffffff,5,48.8691,31.6174,1.9e-05,1.3e-05,6
851e4c43fffffff,5,47.8513,32.7372,0.000921,0.000534,9
851e4ec3fffffff,5,47.4375,31.7242,0.000763,0.000471,9
851e6e67fffffff,5,49.5725,32.2253,0.000159,5.3e-05,6
851e4107fffffff,5,48.2025,31.8569,8.2e-05,3.8e-05,9
851e59c3fffffff,5,45.6234,31.4246,0.000319,0.000259,4
851e43b3fffffff,5,47.761,31.0733,4.6e-05,2.3e-05,4
851e5caffffffff,5,46.6537,30.3147,3.3e-05,2.3e-05,3
851e5883fffffff,5,45.9917,30.3321,4.9e-05,4.5e-05,3
851e595bfffffff,5,45.2405,31.2499,0.000256,0.000236,3
851e5d1bfffffff,5,46.4502,31.0956,0.000436,0.000253,4
851e5887fffffff,5,45.9712,30.5596,7.5e-05,6.6e-05,3
851e5957fffffff,5,45.3385,31.6075,0.000382,0.000321,4
851e4347fffffff,5,47.1716,30.3929,2.3e-05,1.3e-05,3
851e59c7fffffff,5,45.6008,31.6499,0.000439,0.000338,4
851e5817fffffff,5,45.7092,30.5204,7.9e-05,7.5e-05,3
851e5cabfffffff,5,46.6738,30.085,1.7e-05,1.3e-05,3
851e5cb3fffffff,5,46.9332,30.1233,1.4e-05,9e-06,3
851e434ffffffff,5,47.0526,30.2579,1.8e-05,1.1e-05,3
851e5d13fffffff,5,46.569,31.2305,0.00071,0.0004,4
851e43bbfffffff,5,47.6439,30.9365,4.4e-05,2.2e-05,4
851e59cbfffffff,5,45.5033,31.2911,0.000252,0.000223,3
851e5d8bfffffff,5,46.7096,31.137,0.00053,0.000299,4
851e5953fffffff,5,45.361,31.3829,0.000289,0.000257,3
851e4343fffffff,5,47.1919,30.1618,1e-05,6e-06,3
851e5ca7fffffff,5,46.7733,30.4491,4.5e-05,2.9e-05,3
851e5cb7fffffff,5,46.9131,30.3537,2.8e-05,1.8e-05,3
851e5823fffffff,5,45.4045,30.9327,0.000163,0.000155,3
851e5d7bfffffff,5,46.0487,31.1475,0.000311,0.000208,3
851e588ffffffff,5,45.8506,30.4264,6.3e-05,5.9e-05,3
851e5c3bfffffff,5,46.4135,30.047,2e-05,1.7e-05,3
851e59cffffffff,5,45.4811,31.5162,0.00034,0.000286,4
851e43abfffffff,5,47.5048,31.0316,9e-05,5e-05,4
851e5d0ffffffff,5,46.2871,31.4164,0.000937,0.000539,4
851e5827fffffff,5,45.383,31.1579,0.000217,0.000201,3
851e594ffffffff,5,45.0755,31.5654,0.000403,0.000337,3
851e4357fffffff,5,47.3108,30.297,1.3e-05,7e-06,3
851e5ca3fffffff,5,46.7936,30.2192,2.1e-05,1.5e-05,3
851e4143fffffff,5,48.0163,31.1153,2.5e-05,1.4e-05,4
851e5893fffffff,5,46.1326,30.2375,3.8e-05,3.4e-05,3
851e59d3fffffff,5,45.7654,31.3326,0.000313,0.000239,4
851e5d77fffffff,5,46.1458,31.5088,0.000932,0.00055,4
851e5d93fffffff,5,46.9682,31.1786,0.000494,0.00028,4
851e5c37fffffff,5,46.5136,30.4098,4.7e-05,3.4e-05,3
851e5d0bfffffff,5,46.3093,31.1889,0.000507,0.000299,4
851e5897fffffff,5,46.1123,30.4654,6e-05,5.1e-05,3
851e594bfffffff,5,45.0978,31.3414,0.000303,0.000273,3
851e433bfffffff,5,47.2478,30.9901,0.000157,8.9e-05,4
851e59d7fffffff,5,45.743,31.5584,0.000459,0.000333,4
851e5d73fffffff,5,46.1681,31.2818,0.000541,0.000328,4
851e582ffffffff,5,45.2622,31.0251,0.000194,0.000185,3
851e5c33fffffff,5,46.5338,30.1807,2.5e-05,1.9e-05,3
851e414bfffffff,5,47.8997,30.978,2.4e-05,1.2e-05,4
851e59dbfffffff,5,45.6455,31.199,0.000228,0.000194,3
851e5d9bfffffff,5,46.8499,31.0431,0.000358,0.000202,4
851e5947fffffff,5,45.1958,31.6985,0.00045,0.000363,4
851e5ddbfffffff,5,46.6332,30.5441,6.8e-05,4.4e-05,3
851e5807fffffff,5,45.5675,30.614,9.8e-05,9.5e-05,3
851e5833fffffff,5,45.5466,30.84,0.000134,0.000127,3
851e4363fffffff,5,47.0113,30.7189,9.2e-05,5.3e-05,3
851e5d6ffffffff,5,45.885,31.4666,0.000498,0.000336,4
851e5c2ffffffff,5,46.253,30.3708,4.6e-05,3.8e-05,3
851e5d03fffffff,5,46.4282,31.3236,0.000859,0.000487,4
851e5837fffffff,5,45.5252,31.0657,0.000185,0.00017,3
851e4367fffffff,5,46.99,30.9489,0.00022,0.000125,4
851e5943fffffff,5,45.2183,31.4743,0.000339,0.000296,3
851e4333fffffff,5,47.3655,31.1262,0.000183,0.000105,4
851e5dd7fffffff,5,46.7313,30.908,0.000241,0.000138,3
851e58a3fffffff,5,45.8089,30.8801,0.000138,0.000119,3
851e5d6bfffffff,5,45.9072,31.2403,0.000315,0.000224,4
851e5c2bfffffff,5,46.2732,30.1424,2.8e-05,2.5e-05,3
851e436bfffffff,5,46.8925,30.5838,6.5e-05,3.9e-05,3
851e58a7fffffff,5,45.7873,31.1065,0.000209,0.000169,3
851e5dd3fffffff,5,46.7525,30.6786,0.000104,6.2e-05,3
851e4303fffffff,5,47.4085,30.664,3.4e-05,1.8e-05,3
851e436ffffffff,5,46.8714,30.8136,0.000155,8.9e-05,3
851e5c27fffffff,5,46.3731,30.5046,6.3e-05,4.7e-05,3
851e58abfffffff,5,45.6884,30.7469,0.000113,0.000104,3
851e4307fffffff,5,47.3872,30.8953,8e-05,4.4e-05,3
851e432bfffffff,5,47.1081,31.0846,0.00029,0.000165,4
851e5dcffffffff,5,46.4718,30.8673,0.000208,0.000126,3
851e4373fffffff,5,47.1509,30.6238,5.3e-05,3e-05,3
851e5d43fffffff,5,46.2114,30.8269,0.000154,0.000106,3
851e5d63fffffff,5,46.0266,31.3744,0.000533,0.000338,4
851e58affffffff,5,45.6671,30.973,0.00016,0.000143,3
851e5c23fffffff,5,46.3935,30.2759,3.4e-05,2.7e-05,3
851e430bfffffff,5,47.2902,30.5283,2.8e-05,1.6e-05,3
851e591bfffffff,5,45.4584,31.7411,0.000453,0.000358,4
851e4377fffffff,5,47.1297,30.8543,0.000125,7.1e-05,3
851e5dcbfffffff,5,46.4929,30.6387,9.6e-05,6.3e-05,3
851e5d47fffffff,5,46.19,31.0545,0.000293,0.000187,3
851e58b3fffffff,5,45.9503,30.7867,0.000119,9.8e-05,3
851e430ffffffff,5,47.2693,30.7593,6.6e-05,3.7e-05,3
851e438ffffffff,5,47.6652,30.7045,2e-05,9e-06,3
851e437bfffffff,5,47.0322,30.4885,3.9e-05,2.3e-05,3
851e5d4bfffffff,5,46.0915,30.6931,0.000101,7.9e-05,3
851e58b7fffffff,5,45.929,31.0136,0.000194,0.000148,3
851e5dc7fffffff,5,46.5909,31.002,0.00034,0.000196,4
851e4313fffffff,5,47.5475,30.5683,1.9e-05,9e-06,3
851e5d5bfffffff,5,46.2325,30.599,8.2e-05,6.2e-05,3
851e5d4ffffffff,5,46.0703,30.9204,0.000177,0.000127,3
851e58bbfffffff,5,45.8299,30.6534,9.3e-05,8.3e-05,3
851e438bfffffff,5,47.6862,30.4722,9e-06,5e-06,3
851e4317fffffff,5,47.5264,30.8001,4e-05,2.1e-05,3
851e5dc3fffffff,5,46.6123,30.7732,0.000153,9.2e-05,3
851e4383fffffff,5,47.8038,30.6086,1.2e-05,7e-06,3
851e5d53fffffff,5,46.3523,30.733,0.000126,8.4e-05,3
851e5d57fffffff,5,46.331,30.9611,0.000257,0.000159,3
851e4387fffffff,5,47.7827,30.8411,2.3e-05,1e-05,3
851e431bfffffff,5,47.4293,30.4324,1.5e-05,8e-06,3
851e4153fffffff,5,48.1546,31.0198,1.4e-05,1.1e-05,2
851e415bfffffff,5,48.0381,30.8824,1.2e-05,9e-06,2
851e4397fffffff,5,47.9212,30.7453,1.1e-05,8e-06,2
851e41cffffffff,5,48.2708,31.1576,1.6e-05,1.3e-05,3
851e5c43fffffff,5,46.3492,29.2262,5e-06,5e-06,2
851e5ec3fffffff,5,45.8928,28.2421,1e-06,1e-06,1
851eed8bfffffff,5,45.1301,27.6934,0.0,0.0,1
851e5a2ffffffff,5,44.4071,30.1049,6.4e-05,6.4e-05,1
851e5b03fffffff,5,44.5908,31.0364,0.000229,0.000218,3
851e5b6ffffffff,5,44.0374,31.1782,0.000227,0.000217,3
851e5107fffffff,5,46.6793,28.3387,0.0,0.0,1
851e5e57fffffff,5,45.6128,28.4384,2e-06,2e-06,1
851e420bfffffff,5,47.4243,28.9035,0.0,0.0,1
851e581bfffffff,5,45.6082,30.1612,5e-05,4.9e-05,2
852d21a7fffffff,5,44.1151,31.7518,0.000472,0.000378,3
851e4273fffffff,5,47.2862,29.0025,1e-06,1e-06,1
851e434bfffffff,5,47.0726,30.0271,7e-06,5e-06,2
851e516ffffffff,5,46.1558,28.274,1e-06,1e-06,1
851e5a9bfffffff,5,45.1558,29.183,1.3e-05,1.3e-05,1
851e5bd7fffffff,5,44.8978,30.6287,0.000134,0.000132,3
851e5bdbfffffff,5,44.7959,30.2731,8.4e-05,8.4e-05,2
851e5173fffffff,5,46.434,28.0757,0.0,0.0,1
851e5a97fffffff,5,45.2607,29.5399,2.3e-05,2.3e-05,1
851e4277fffffff,5,47.2683,29.2349,1e-06,1e-06,2
851e5e5bfffffff,5,45.5049,28.0805,1e-06,1e-06,1
851eed23fffffff,5,44.6757,28.439,3e-06,3e-06,1
851e4207fffffff,5,47.5264,29.2707,1e-06,1e-06,2
851e5b07fffffff,5,44.5691,31.2593,0.000302,0.000275,3
851e4063fffffff,5,47.9828,30.0453,3e-06,2e-06,2
851e5c47fffffff,5,46.3308,29.4556,7e-06,7e-06,2
851e5103fffffff,5,46.6954,28.1074,0.0,0.0,1
851e5b6bfffffff,5,44.0588,30.9567,0.000177,0.000173,2
851e5ec7fffffff,5,45.8765,28.4709,2e-06,2e-06,1
851e5a2bfffffff,5,44.4265,29.8814,4.6e-05,4.6e-05,1
851eed8ffffffff,5,45.1149,27.9205,1e-06,1e-06,1
851eed87fffffff,5,45.2399,28.0494,1e-06,1e-06,1
851e5a33fffffff,5,44.6926,29.918,5e-05,5e-05,1
851e5b73fffffff,5,44.3252,30.9964,0.000207,0.0002,3
851e419bfffffff,5,48.6397,31.3389,1.1e-05,1.1e-05,3
851e420ffffffff,5,47.4065,29.1364,1e-06,1e-06,2
851ee9c7fffffff,5,44.0146,28.2477,2e-06,2e-06,1
851eed1bfffffff,5,44.8639,27.6637,0.0,0.0,1
851e5177fffffff,5,46.4179,28.3062,1e-06,1e-06,1
851e5e53fffffff,5,45.6291,28.2103,1e-06,1e-06,1
851e427bfffffff,5,47.1656,28.869,1e-06,1e-06,1
851e426ffffffff,5,47.0093,29.1993,1e-06,1e-06,2
851e588bfffffff,5,45.8708,30.1992,4.2e-05,4.1e-05,2
851eed27fffffff,5,44.659,28.6643,5e-06,5e-06,1
851e516bfffffff,5,46.1718,28.0443,1e-06,1e-06,1
851e5b0bfffffff,5,44.4687,30.905,0.000192,0.000186,3
851e5bd3fffffff,5,44.9183,30.4043,9.9e-05,9.9e-05,2
851e4067fffffff,5,47.9627,30.2789,4e-06,3e-06,2
851ee9d3fffffff,5,44.1724,27.9269,1e-06,1e-06,1
851e5c4bfffffff,5,46.2273,29.094,4e-06,4e-06,1
851e5a93fffffff,5,45.2791,29.3136,1.5e-05,1.5e-05,1
851e5323fffffff,5,45.6603,27.7535,0.0,0.0,1
851e5ecbfffffff,5,45.769,28.1118,1e-06,1e-06,1
851eed93fffffff,5,45.3956,27.7233,0.0,0.0,1
851e5a37fffffff,5,44.6731,30.1422,7e-05,7e-05,1
